Acceleration;Gender;Age;LateralAcceleration;VehicleSpeed;GearChanges;EngineSpeed;FuelConsum;Weight;DriverPerformance
0.20494;1;26.029;0.47445;85.83;5.7117;1621.9;34.257;30.013;1
0.16415;2;22.772;0.17975;88.345;2.7464;1513.7;33.461;29.438;2
0.20094;1;22.145;0.26728;88.201;5.6997;1610.1;34.136;31.695;1
0.084442;1;33.945;0.16119;82.222;3.6222;1321.3;33.367;31.276;3
0.12049;2;30.582;0.12308;75.278;1.2155;1307.9;31.712;32.618;3
0.00033041;1;31.173;-0.0027455;74.828;1.4696;1409.4;31.958;30.802;3
0.2334;2;29.41;0.21434;85.649;2.4701;1051.2;31.661;32.175;3
0.20547;2;26.204;0.40414;83.256;6.2084;1613.2;36.205;30.796;1
0.13976;1;26.602;0.27314;79.457;3.2879;1397.3;32.445;31.14;3
0.20378;1;22.116;0.39831;85.934;7.8628;1813.4;35.023;30.968;1
0.0047522;1;34.493;0.08048;81.03;2.8747;1206.7;31.74;30.059;3
0.14622;2;25.829;0.38782;83.714;5.5002;1613.4;35.431;31.743;1
0.17008;1;23.503;0.26604;92.404;4.4221;1696.7;35.256;30.453;1
0.18778;1;28.192;0.17547;81.987;2.736;1413.6;31.68;27.567;2
0.13553;2;23.865;0.33406;92.224;4.6764;1906;34.153;30.327;1
0.19987;1;26.665;0.26624;83.931;3.128;1436;32.557;30.474;2
0.027851;1;26.633;0.37507;84.788;5.0139;1543.2;32.363;29.402;2
0.098229;2;33.916;0.12669;79.527;2.0011;1438.4;32.388;30.988;3
0.097533;2;30.86;0.27401;83.382;4.3476;1478;31.01;29.242;2
0.086561;1;27.227;0.27991;86.262;2.3375;1180.3;32.434;29.565;2
0.30727;2;29.516;0.26928;79.693;4.295;1390.8;31.479;28.537;2
0.11106;2;32.958;0.072038;76.746;2.063;1155.2;31.466;30.516;3
0.18295;1;28.543;0.13779;80.814;4.4485;1644.3;33.657;31.429;2
0.12494;2;26.587;0.3951;88.456;7.3249;1404.4;36.066;31.959;1
0.068997;2;35.72;0.16881;65.929;2.1328;1340.3;31.996;32.059;3
0.15607;1;30.933;0.31421;81.542;3.3078;1538.2;34.512;29.602;2
-0.023761;2;34.009;0.19189;74.964;2.5616;1316.1;32.135;31.569;3
0.094226;1;26.331;0.46441;84.048;2.3415;1242.2;31.728;30.127;2
0.063844;2;32.895;0.11571;82.546;0.046166;1380.1;34.84;33.224;3
0.13946;1;28.604;0.24946;78.832;3.0675;1270.2;31.365;29.713;2
0.20922;2;22.201;0.26872;86.822;6.1239;1596.9;36.091;31.893;1
-0.0041191;2;37.687;0.13908;70.435;1.0967;1082;31.238;29.517;3
0.17997;1;22.798;0.52576;87.443;4.0469;1842;38.045;32.138;1
0.063794;2;35.873;-0.0061922;73.777;0.99533;1403.4;30.833;30.553;3
-0.037795;2;32.144;0.18157;73.254;1.4831;1203.6;30.456;30.21;3
-0.031249;1;30.776;0.0063772;68.711;2.6516;1136.4;32.616;30.569;3
-0.053686;1;28.441;0.05726;82.964;2.8278;1060.6;32.021;31.417;3
0.039921;2;33.206;0.028718;84.624;2.0828;1183.5;29.497;29.547;3
0.10258;1;32.061;0.16855;82.456;3.9616;1279.8;32.562;29.4;2
0.11929;1;26.276;0.41258;85.185;3.6106;1877.2;35.626;32.169;1
0.20152;2;24.176;0.33322;88.918;3.6506;1552.6;34.395;29.502;1
-0.039039;2;35.017;0.10035;79.12;2.6712;1070;29.627;28.411;3
0.18627;2;20.199;0.41359;85.401;5.5722;1503.4;34.043;30.138;1
0.2758;1;34.613;0.084539;80.392;1.8146;1395.9;30.536;29.464;3
0.01954;1;29.19;0.25178;85.497;3.7183;1429.9;34.989;31.166;2
-0.057403;1;30.233;0.099551;78.327;1.7054;1416;30.062;29.999;3
0.094912;2;30.308;0.17385;79.09;5.8314;1462;33.12;30.971;2
0.12042;2;21.012;0.33101;79.918;4.262;1393.8;36.454;31.941;1
0.2334;2;25.982;0.29747;87.541;2.9856;1911.5;32.749;27.858;1
0.12455;1;22.181;0.24177;92.165;5.3348;1593;35.764;30.482;1
-0.091274;1;34.388;0.19055;72.647;2.8879;1256.5;31.85;29.617;3
0.20864;2;26.139;0.22986;87.544;4.0406;1921.7;34.81;28.956;1
0.13147;1;28.503;0.30124;78.481;3.4466;1399.2;32.264;29.331;2
0.16574;1;20.76;0.32925;86.177;5.5826;1649.3;33.617;29.53;1
0.18272;1;27.692;0.3776;81.188;4.1774;1495.8;34.553;31.189;1
0.04309;2;32.439;0.15308;80.119;1.8487;1399;31.045;29.365;3
0.17024;1;21.228;0.38922;90.392;3.9558;1584.7;32.98;30.027;2
0.046631;1;33.596;0.078483;80.109;2.0462;1241.3;31.276;30.891;3
0.1812;1;22.871;0.34474;82.104;2.8323;1757.1;35.955;28.677;1
0.17753;2;30.126;0.33036;74.993;3.7902;1545.5;33.268;30.474;2
0.096201;1;30.061;0.2339;82.389;2.9629;1395.9;31.973;30.235;3
0.13485;2;28.395;0.20252;81.532;2.378;1476.6;31.411;28.152;2
0.13202;1;26.179;0.25602;75.614;3.4411;1646.1;33.753;30.538;2
0.25572;2;31.433;0.32411;89.834;1.7457;1237.6;32.213;30.334;2
0.06068;2;28.26;0.22898;76.926;0.79192;1419;31.984;30.114;2
0.17442;1;20.47;0.40933;90.988;7.4407;2077.4;33.949;28.336;1
0.13483;2;32.563;0.1541;71.303;3.3241;1209.2;29.92;28.957;3
0.2169;1;29.206;0.18939;89.328;2.9427;1644.9;32.712;29.158;2
0.20676;1;20.469;0.48982;93.208;6.4904;1732;35.744;28.242;1
0.049863;1;31.122;0.05879;81.149;0.51363;1398.7;32.794;28.995;3
0.21766;2;28.263;0.19833;83.97;2.4432;1656.9;34.037;30.545;2
0.21986;2;23.096;0.21466;84.979;4.0979;1910.2;31.781;27.211;1
-0.017152;1;28.38;0.11467;73.594;2.5949;1434.3;30.923;30.88;3
0.17208;2;23.35;0.40124;83.956;3.658;1563.8;34.339;26.6;1
-0.068584;2;27.349;0.14358;78.791;1.9717;1469.4;33.778;33.426;3
0.12468;2;24.67;0.26494;84.512;6.6121;1408.6;35.635;30.502;1
-0.023226;2;29.023;-0.022027;80.368;3.2168;1320.8;30.433;28.76;3
0.098701;2;26.874;0.43888;84.304;1.8366;1685;33.856;31.993;2
0.23013;2;26.679;0.22132;81.317;5.8805;1601.8;33.484;28.294;2
0.071592;1;20.965;0.47672;91.515;6.3696;1804.8;34.108;27.729;1
0.10311;1;27.097;0.44985;89.234;1.2187;1510.2;30.137;28.333;2
0.13329;1;28.705;0.19085;79.884;7.2277;1673.8;32.354;29.476;2
0.18726;2;26.458;0.35158;92.71;6.1864;2000.7;34.567;28.599;1
0.1603;1;29.959;0.29075;75.358;4.5116;1634.8;32.997;29.648;2
0.076779;2;23.197;0.26895;91.298;8.4483;1360.7;33.453;29.565;1
0.018958;1;31.236;0.15365;82.37;2.1363;1244.7;32.588;31.284;3
0.17823;2;27.033;0.27172;87.996;4.369;1898.5;37.386;27.932;1
0.13071;1;33.886;-0.040861;85.087;1.0111;1261.1;31.085;32.358;3
0.164;1;29.597;0.35811;80.036;5.1553;1769.4;34.43;30.806;2
0.062381;2;37.299;0.16959;69.737;1.1603;1490.8;29.185;29.422;3
0.13229;2;27.15;0.30418;82.469;4.2954;1558.6;32.245;30.086;2
0.056035;1;32.906;0.10778;81.606;1.0648;1490.5;31.492;30.86;3
0.12661;2;29.866;0.16692;81.155;4.9996;1634.5;32.23;31.196;2
0.10194;2;34.598;0.21701;81.342;5.9202;1530.1;33.488;31.933;2
0.14238;1;32.189;0.23242;85.398;4.2919;1576;32.478;29.272;2
0.054206;1;29.74;0.11965;78.137;2.5985;1174.8;33.684;32.351;3
0.12339;1;28.333;0.35443;88.352;5.6358;1772.8;33.671;28.868;2
0.11021;2;23.758;0.33546;84.81;5.2125;1349.2;31.651;25.111;1
0.15894;1;33.537;0.27382;83.737;5.4715;1766;33.848;31.329;2
0.18509;2;32.907;0.25848;88.773;4.9068;1607.6;35.328;31.974;2
0.017013;1;37.867;0.094567;78.25;1.8053;1150;31.352;29.721;3
-0.00015341;2;31.225;-0.0084714;86.05;2.3799;1243.7;29.949;29.295;3
0.028821;1;32.075;0.22745;68.321;1.9626;1379.2;31.163;30.598;3
0.21332;2;25.357;0.4141;90.574;3.5767;1401.3;34.746;30.589;1
0.051286;1;26.725;0.17208;79.973;4.3451;1328;30.628;28.247;2
0.027832;2;31.584;0.061019;95.458;1.8875;1506.7;31.769;30.25;3
0.066931;1;38.035;0.10369;77.258;1.4807;1552.5;31.583;32.631;3
0.1276;1;28.078;0.18116;76.806;2.6778;1449.8;36.527;32.934;2
0.048387;1;31.919;0.19258;64.376;0.51672;1152;28.898;28.746;3
0.079267;2;29.84;0.27729;90.019;4.1518;1329.2;34.842;30.19;2
0.10841;2;29.711;0.05984;78.908;0.94296;1332.3;30.186;29.952;3
0.04364;1;29.369;0.24463;74.23;2.5761;1245.1;28.802;28.628;3
0.11512;2;29.468;0.22115;77.221;2.8321;1813.2;34.446;31.99;2
0.2986;1;26.565;0.27718;91.027;3.1253;1517.9;32.55;26.783;1
-0.0053179;2;24.12;0.30138;78.604;3.2891;1442.5;33.196;29.647;3
0.12917;2;26.755;0.52463;84.915;6.4061;1794.2;35.931;32.778;1
0.22372;1;23.586;0.31886;83.369;2.7512;1509.9;32.886;28.599;2
0.24938;1;22.263;0.33157;86.594;6.6772;1587.6;35.608;30.743;1
0.10654;1;29.735;0.17459;89.911;2.1414;1611.3;32.515;29.829;2
0.15979;1;23.981;0.29356;86.032;5.6319;1715.3;34.677;28.535;1
-0.032354;2;30.427;0.070049;79.974;0.99263;1454.9;28.639;28.707;3
0.13901;2;24.504;0.3108;84.201;4.9867;1901.2;29.448;27.817;2
0.27386;1;29.111;0.52036;84.857;8.0207;1545.7;34.716;29.198;1
0.15388;2;25.334;0.50406;81.347;3.3378;1247.7;36.569;29.959;1
0.15189;2;24.543;0.32051;83.518;4.0694;1403.6;33.502;30.819;2
-0.0012033;1;27.539;0.28999;83.26;5.7875;1484.8;33.138;28.708;2
0.044305;2;22.538;0.55488;84.264;2.9741;1523.4;33.191;28.838;1
0.096621;2;26.177;0.34143;84.754;4.845;1416.7;35.124;30.246;1
-0.029911;1;36.504;0.12132;78.174;1.7535;1041.6;30.398;30.717;3
0.13934;2;31.297;0.26587;79.97;1.8605;1556.6;31.53;28.781;2
0.019348;1;30.81;0.019311;75.779;0.70892;1307.2;32.172;30.917;3
0.12876;1;33.544;0.33307;79.925;4.8884;1386.2;32.546;29.495;2
0.020652;1;27.174;0.16644;79.779;5.395;1393.9;35.044;29.67;2
0.10159;1;29.014;0.15341;72.32;2.6084;1034.2;29.902;29.158;3
0.068644;1;21.938;0.33075;83.519;2.6518;1779.6;33.096;31.679;1
0.050346;2;32.075;0.20216;80.038;2.135;1382.3;33.143;34.397;3
0.20534;2;21.787;0.31162;87.008;5.7359;1428.9;35.543;29.928;1
0.0014336;2;37.308;0.1183;72.358;2.3741;1419.2;30.546;28.238;3
0.14549;2;23.185;0.4733;92.629;4.2935;1639.5;34.787;30.077;1
0.23242;2;24.829;0.21399;82.847;3.4788;1317.2;32.647;30.196;2
0.21947;2;26.86;0.35986;90.279;3.6214;1479.3;32.233;30.469;2
-0.03514;2;32.575;0.055997;80.626;1.0285;1181.8;30.326;29.89;3
0.19092;2;20.598;0.4506;80.107;7.2155;1726.2;35.55;30.116;1
0.041212;1;28.823;0.21496;86.631;1.3595;1606.1;34.616;32.231;2
0.24814;1;24.001;0.30612;94.516;5.2096;1771.5;36.712;30.281;1
0.02897;1;40.19;0.15239;74.721;2.7767;1115.7;33.016;30.719;3
-0.0052391;1;34.852;0.12527;83.396;2.0229;1603.5;31.662;30.445;3
0.19792;2;25.595;0.12539;78.055;2.31;1650.4;33.891;31.247;2
0.22433;1;28.497;0.28979;81.341;3.7214;1488.3;34.957;31.428;2
0.24858;2;26.061;0.13725;81.031;4.0751;1513.1;32.428;29.859;2
0.15942;2;21.747;0.37597;86.79;4.7113;1713.7;33.767;27.295;1
-0.043128;1;32.696;0.32042;83.726;0.26951;1252.9;33.54;29.817;2
-0.014154;1;29.805;0.093995;82.958;2.1648;1255.3;31.98;32.415;3
0.19708;2;24.334;0.544;81.784;5.0607;1759.4;37.014;31.234;1
0.26965;2;25.412;0.20971;91.371;6.1184;1705.3;33.141;27.117;1
0.11427;2;24.944;0.28326;93.475;2.1289;1433.7;33.13;28.324;1
0.15766;2;33.581;0.23931;86.875;3.4794;1288.4;34.46;30.672;2
0.095586;2;29.353;0.24639;80.502;3.7134;1512.1;32.829;29.123;2
0.20182;2;26.946;0.12735;84.917;4.6072;1231.8;32.432;29.974;2
0.15602;2;28.887;0.15509;84.394;1.8438;1456.3;32.499;31.013;2
0.061364;2;24.811;0.31214;89.624;3.4934;1537.7;32.511;28.17;1
0.15126;2;28.702;0.24657;90.912;2.2666;1578.5;36.38;32.963;2
0.25663;2;25.59;0.23604;81.789;5.0181;1450.4;34.293;30.807;2
-0.028508;1;31.903;0.13648;70.329;2.0729;1262.9;29.634;26.174;3
0.20659;2;24.241;0.36237;88.13;3.5458;1651.1;34.592;29.255;1
-0.031073;1;31.089;-0.045164;79.02;2.2449;1359.7;29.514;28.823;3
0.033986;1;28.539;0.10681;81.487;1.6326;1273;31.302;30.47;3
0.12809;1;29.383;0.25675;75.81;1.7722;1456.2;32.195;30.132;3
0.10882;2;29.104;0.34108;78.838;4.3227;1430.4;33.921;29.943;2
0.095686;1;31.771;0.23217;82.773;6.1871;1618.8;32.26;29.54;2
0.20459;2;23.458;0.39677;78.999;7.5473;1716.6;35.908;28.848;1
-0.057459;1;32.662;0.27093;76.544;1.3756;1145.1;30.987;29.812;3
0.065706;1;30.474;0.038427;82.397;4.0019;1565.3;32.96;29.915;2
0.12434;2;22.427;0.36889;82.247;5.2243;1450.1;35.32;31.189;1
0.092389;2;28.566;0.20524;80.762;4.2727;1345.2;32.759;30.587;2
0.23173;1;26.639;0.50197;83.437;7.6748;2014.3;34.593;29.042;1
0.12799;2;28.427;0.22879;88.225;3.0147;1748.3;33.166;29.79;2
0.11653;1;23.332;0.20116;94.305;5.9572;1404.8;34.273;30.356;1
0.054147;1;21.256;0.26068;85.015;4.7405;1627.8;34.776;31.693;2
0.19902;2;23.295;0.50588;86.047;6.1502;1966.4;37.405;30.917;1
0.043678;1;23.826;0.20996;81.913;4.0831;1571.6;32.654;29.11;2
0.094158;1;25.634;0.32286;85.49;2.7327;1351.7;30.461;26.813;2
-0.017098;1;36.473;0.083151;73.883;1.2238;1305.3;30.966;29.334;3
0.20224;1;31.218;0.2734;86.963;5.611;1703.6;35.381;30.27;1
0.061204;1;25.525;0.50571;93.769;4.8371;1684.9;36.847;31.755;1
0.097487;1;23.801;0.55169;82.825;6.8886;1690.1;35.485;29.773;1
0.20741;2;25.412;0.49138;85.304;5.6044;1569.4;34.727;28.885;1
0.14639;2;30.606;0.34374;81.486;3.1829;1651.7;36.606;32.899;2
0.19918;2;24.652;0.46427;80.717;4.5952;1764.6;33.706;28.783;1
0.096657;2;28.685;0.064644;78.687;2.5384;1496.7;31.821;32.559;3
-0.046931;1;28.216;0.23791;80.634;3.0272;1295.2;32.62;31.482;3
0.32095;2;23.27;0.30568;84.333;7.1965;1784;33.877;28.684;1
0.027056;1;28.858;0.1163;78.052;2.6097;1409.4;32.127;30.936;3
0.10611;2;27.828;0.044653;82.414;2.9364;1784.5;32.064;30.123;2
0.047384;1;32.579;0.0057553;73.534;1.7364;1394.5;31.849;31.885;3
0.12576;2;29.952;0.29638;83.751;2.8587;1531.5;34.976;31.258;2
0.18094;1;30.347;0.28664;83.083;1.4617;1192.1;32.09;30.091;2
0.16723;2;33.742;0.21252;75.463;1.5;1407.7;32.365;31.657;3
0.05698;2;32.115;0.14282;87.824;3.3186;1709.6;32.334;30.854;2
0.091152;1;31.927;0.21467;77.097;1.7238;1545.7;28.938;27.141;3
0.047773;1;37.631;0.1012;84.146;1.8955;1414.8;29.704;28.895;3
0.033668;2;26.985;0.22805;82.369;2.1326;1488.5;33.585;28.599;2
0.21693;1;31.712;0.17339;82.197;3.6435;1407.3;32.303;29.604;2
0.21615;2;24.138;0.2489;88.945;5.3941;1730.9;33.033;27.893;1
0.046581;2;27.22;0.07249;76.525;1.8252;1517.7;31.031;30.175;3
0.11267;2;20.459;0.30711;88.192;3.3949;1682.6;36.779;30.832;1
0.066629;1;32.793;0.16101;85.689;2.3897;1240.5;27.912;28.811;3
0.28277;2;22.347;0.41216;81.948;5.8592;1510.4;33.456;27.055;1
0.20397;2;22.056;0.43067;83.972;2.5985;1605.7;36.298;31.722;1
0.20241;2;22.834;0.33987;87.039;3.7022;1774.4;34.197;29.512;1
0.030445;2;31.964;0.18347;76.934;2.03;1420.4;32.817;30.543;3
0.19348;2;21.902;0.40704;83.328;6.04;1745.1;35.6;30.278;1
0.19961;2;32.093;0.15857;87.456;4.0347;1405.9;31.064;29.605;3
0.18805;2;21.488;0.38989;88.131;4.4236;1655.3;34.895;31.74;1
0.073914;1;28.647;0.11024;79.654;3.9889;1558.8;34.467;30.873;2
0.15333;1;23.328;0.4843;90.64;5.1521;1916.8;36.648;32.496;1
0.16295;1;27.462;0.18204;80.242;4.1856;1457.3;33.752;32.648;2
0.085568;1;35.178;0.21927;75.711;1.1968;1295.3;32.223;31.325;3
0.022638;2;30.598;0.17036;84.414;2.2006;1641.5;36.108;33.088;2
0.12898;1;29.62;0.214;84.599;6.1343;1725.6;32.066;29.578;2
0.1329;2;31.333;0.14609;74.045;2.3996;1513.1;31.497;29.161;3
0.11305;1;23.759;0.35925;87.701;2.8568;1860.6;37.381;33.658;1
0.21613;2;25.753;0.19661;83.021;5.0355;1854;33.374;25.914;1
0.18386;2;27.78;0.1944;84.138;5.3465;1646.2;33.268;30.842;2
0.06349;2;35.09;0.12362;80.464;2.6728;1088.4;30.595;29.178;3
0.055973;2;34.604;-0.046078;83.576;3.1671;1244.7;29.957;29.913;3
-0.025684;2;32.227;0.11921;74.3;2.1224;1228.1;28.857;26.877;3
0.21234;2;21.093;0.28611;90.052;3.5257;1949.4;36.116;30.191;1
0.10913;2;34.331;0.28137;71.47;2.8973;1308;32.454;30.427;3
0.19878;1;22.842;0.40769;86.946;3.5774;1622.9;35.582;28.651;1
0.043208;2;33.958;0.26334;87.827;4.1875;1603.1;31.957;29.223;2
0.22893;2;26.155;0.43362;83.035;4.2019;1837;34.873;31.686;1
0.10349;1;26.58;0.21302;81.675;2.0991;1430.8;32.227;29.355;2
0.13553;1;28.642;0.24885;85.363;3.6097;1489.1;33.618;29.903;2
0.096947;1;21.659;0.43805;88.264;5.7245;1827.5;34.788;32.835;1
0.055799;1;36.407;0.12428;82.307;2.5056;1452.4;30.884;30.09;3
0.13107;2;27.105;0.32774;81.036;1.5337;1669.3;32.647;29.352;2
0.0531;2;32.496;0.213;78.214;1.4976;1434.3;27.843;28.897;3
0.13116;1;22.337;0.34398;89.686;3.8782;1579.2;38.963;34.004;1
-0.050595;1;33.276;0.17593;82.275;1.6998;1229.5;30.173;27.038;3
-0.030791;1;31.14;0.15007;80.187;0.67865;1201.3;28.86;27.416;3
-0.04743;2;30.561;0.27701;85.038;4.9824;1266.2;31.147;28.832;2
0.048314;1;27.464;0.26611;83.815;4.9905;1700.8;32.674;31.792;2
0.098116;2;30.232;0.1965;80.692;3.3931;1388.1;32.662;30.311;2
0.08382;1;31.208;0.083225;75.658;2.5883;1204.1;29.639;28.093;3
0.01267;1;32.736;0.0073257;74.936;1.9447;1333.6;29.917;29.435;3
0.20746;1;21.042;0.28884;89.133;4.7137;1632.4;35.43;33.189;1
0.18518;2;21.87;0.25008;85.56;4.746;1542.9;37.241;32.897;1
0.080119;1;28.916;0.2076;82.781;5.4308;1600.7;32.368;28.586;2
0.10753;1;29.189;0.21943;86.108;3.5343;1562.6;34.512;31.201;2
0.23938;1;21.964;0.34505;77.22;6.3072;1774;35.44;29.641;1
0.061311;2;29.539;0.1888;78.719;2.8214;1286;31.986;30.376;3
0.15037;2;24.951;0.31764;86.508;4.7646;1632.3;36.627;31.749;1
0.24505;1;27.758;0.19367;83.174;4.4418;1615.1;34.177;31.71;2
0.0617;2;34.256;0.042129;84.748;0.95783;1195;31.11;31.106;3
0.081065;1;27.883;0.42922;80.861;4.1258;1441.4;34.231;32.038;2
0.12879;2;28.496;0.251;79.975;6.387;1635.8;32.074;28.37;2
0.15136;1;26.395;0.26831;81.663;1.1834;1531.5;34.052;31.74;2
0.083938;2;37.939;0.20314;78.056;2.9054;1217.6;31.358;29.449;3
0.28492;1;32.263;0.2398;85.921;2.6675;1689.9;32.825;29.393;2
-0.0023043;2;30.753;0.038884;72.943;1.5003;1281.5;31.89;29.742;3
0.18206;1;21.558;0.45521;85.133;2.7698;1795.8;33.957;31.172;1
0.21107;1;34.115;0.15814;73.352;2.0615;1086.5;28.825;30.645;3
0.1298;2;29.096;0.13355;71.385;1.7086;1275.1;32.005;31.277;3
-0.012187;1;31.134;0.066924;74.69;1.4992;1260.7;30.408;30.294;3
0.14171;2;33.368;0.069939;76.657;2.4754;1544.6;32.173;29.686;3
0.15371;2;29.366;0.13842;80.034;4.8625;1477.2;30.293;27.778;2
-0.015085;2;31.689;0.15875;72.743;1.9728;1461.7;29.543;29.441;3
0.16851;1;23.099;0.33574;81.769;1.394;1417.1;33.705;30.287;2
0.11654;2;31.488;0.13348;77.114;1.1147;1229.5;32.906;30.379;3
0.087062;1;24.258;0.17954;86.221;3.2187;1483.7;30.205;29.376;2
0.28738;1;24.084;0.37498;90.102;6.7978;2149.6;31.766;28.683;1
0.28656;2;21.494;0.41665;82.495;5.1839;1591.3;35.156;27.754;1
0.020082;2;34.191;0.15841;77.27;2.503;1393.8;32.499;29.608;3
0.2237;1;34.703;0.21301;82.326;2.5857;1865.5;32.346;28.657;2
0.15273;1;22.167;0.15709;80.927;3.6355;1625.2;32.287;29.726;2
0.24994;1;20.04;0.35772;85.667;3.7405;1147.9;36.05;32.077;1
0.17766;1;23.683;0.25763;78.291;-0.54894;1536.5;33.666;31.449;2
0.14632;1;22.418;0.38258;88.309;5.0017;1560.4;36.565;32.924;1
0.14598;2;25.912;0.53643;84.939;2.9029;1941.5;33.912;29.992;1
0.20199;2;26.312;0.30123;89.475;3.8618;1598.9;36.153;29.344;1
-0.06036;2;32.768;0.073572;82.602;2.1246;1430.5;30.919;29.977;3
0.16939;2;26.498;0.38948;82.975;0.87405;1561.9;31.564;30.276;2
-0.032389;1;29.662;0.11657;74.75;1.7577;1171.5;30.751;30.133;3
0.11562;1;29.549;0.18578;76.853;3.6319;1788.4;32.438;29.478;2
0.080364;2;23.105;0.20178;91.187;5.6684;1829.8;35.336;30.74;1
-0.093432;2;38.172;0.093197;77.29;1.7467;1319.3;30.316;30.276;3
0.20221;1;21.333;0.43191;90.526;2.3148;1587.9;37.318;33.347;1
0.1907;2;26.89;0.31513;73.248;2.853;1923.1;36.842;32.088;1
0.15291;2;33.154;0.12998;82.512;6.4588;1358.2;29.945;27.348;2
0.12444;1;22.335;0.44816;85.771;3.9842;1753.1;33.071;29.833;1
0.066929;2;29.593;0.24565;85.485;3.8465;1191;30.937;28.646;2
0.063492;2;23.57;0.18631;86.76;2.0625;1670.7;32.73;29.677;2
0.16447;2;27.94;0.018606;78.581;1.8447;1360.4;32.162;30.863;3
0.17049;1;26.178;0.22408;85.958;2.7199;1733.6;34.991;30.529;1
0.0025375;2;32.864;0.15574;86.959;1.2282;1371.3;28.994;29.212;3
-0.010902;2;34.398;0.10932;75.984;0.9473;1361.8;33.734;31.907;3
0.11355;2;33.961;0.076319;74.845;1.2566;1307.3;30.905;29.543;3
0.13578;2;27.173;0.3727;86.919;4.2456;1924.1;34.347;29.619;1
0.11873;1;30.25;-0.082668;75.537;2.4643;1343.3;32.566;30.886;3
0.068566;2;32.069;0.25651;83.356;1.1308;1325.5;31.673;27.92;2
0.20196;2;26.541;0.28692;89.015;3.185;1741.2;35.448;30.288;1
0.19284;1;23.606;0.37014;87.538;6.1047;1610.4;33.55;26.019;1
0.14756;2;27.692;0.33128;79.564;1.9398;1439.6;35.413;33.016;2
0.055311;2;32.27;0.057015;85.693;2.5728;1157.5;29.365;31.155;3
0.091551;1;26.888;0.1342;81.297;4.7929;1481.1;33.825;30.088;2
0.13807;1;22.262;0.37651;82.24;5.8441;1855.9;33.705;28.729;1
0.035712;1;32.316;0.15107;75.948;2.7885;1432.3;31.51;29.811;3
0.0098201;2;30.018;0.33934;87.258;3.8999;1371.4;31.105;28.888;2
-0.014489;1;30.623;0.099702;79.546;1.2303;1267;32.769;31.543;3
0.17399;2;29.482;0.26507;78.083;3.8936;1337.4;32.754;29.865;2
0.15586;2;29.478;0.22115;77.001;4.0274;1811.5;34.045;29.909;2
0.018373;2;27.885;0.048823;84.725;1.0499;1225.8;29.211;29.084;3
0.22374;2;21.109;0.34237;97.468;7.4516;1743.2;36.111;29.595;1
0.22953;2;23.391;0.2317;79.713;4.9603;1481.5;35.32;30.302;1
0.15216;1;23.722;0.46849;90.881;8.9464;1386.6;37.256;32.108;1
0.03444;1;31.011;0.2515;81.151;3.119;1298.1;32;32.545;3
0.14437;2;20.578;0.49676;91.456;3.9885;1687.1;34.474;30.446;1
0.23261;1;20.051;0.38085;85.232;5.5067;1742.6;35.594;31.772;1
0.10957;1;29.624;0.19003;78.812;0.36645;1465.2;30.838;29.607;3
0.11493;2;32.41;-0.010286;82.112;1.5982;1414;32.665;30.262;3
-0.016307;1;32.457;0.20878;72.549;1.4776;1159.6;30.651;31.26;3
0.08417;1;23.223;0.34008;84.546;6.4228;1472.2;35.79;31.22;1
-0.054351;1;35.128;0.042093;72.931;1.9514;1092.5;30.246;29.602;3
0.12408;2;23.768;0.28206;83.893;4.4665;1797.7;35.487;29.762;1
0.1993;2;23.757;0.19376;83.798;1.3607;1534.2;36.163;34.367;2
0.14063;1;22.516;0.42008;85.967;6.4968;1776.7;35.971;32.509;1
0.059676;2;24.096;0.09456;69.509;2.5009;1195.7;30.211;30.926;3
0.058741;2;28.426;0.12084;83.54;3.1886;1483.7;31.224;29.349;2
0.051944;2;27.629;0.13031;78.325;0.59474;1246;32.602;32.141;3
0.19567;1;21.739;0.40055;83.299;4.4353;1548.7;37.76;32.094;1
0.02773;1;34.67;0.079485;84.312;0.37764;1157.1;31.39;30.15;3
0.1674;2;28.445;0.33783;82.602;2.9565;1660.9;34.094;30.082;2
0.081964;1;35.043;0.15559;86.796;5.1237;1631.1;30.695;26;2
0.017875;1;31.167;-0.044495;76.53;3.8728;1248.2;30.931;29.498;3
0.16953;2;28.909;0.28022;82.482;2.4011;1471.1;34.626;30.799;2
0.22289;2;21.195;0.2665;85.119;7.1054;1790.6;34.534;29.326;1
0.15644;1;27.39;0.13619;84.17;2.5714;1433.6;36.944;33.509;2
0.11519;1;26.409;0.31498;92.018;4.1751;1674.8;35.101;27.561;1
0.24647;1;20.022;0.30753;87.049;3.5286;1769.5;34.272;30.003;1
0.089803;2;29.89;0.28421;79.724;1.7337;1138.1;30.527;29.048;3
0.031458;2;34.397;0.20111;78.088;1.8945;1608.2;30.938;30.249;3
0.094374;1;31.162;0.21443;81.95;1.1751;1369.9;35.401;31.752;2
0.0082052;2;32.08;0.18158;76.085;0.49621;1245.2;32.659;31.974;3
0.11438;2;28.408;0.30046;84.726;5.4879;1590.8;32.156;28.84;2
-0.015091;1;32.968;0.15414;66.086;0.70633;1349.6;32.657;31.577;3
0.06572;2;25.676;0.19546;85.569;4.4347;1676.2;33.173;30.873;2
0.22863;1;25.406;0.43311;82.545;5.4465;1769.1;34.11;31.522;1
